CO2(PPM),AQI(PPM),CO(PPM),LPG(PPM),BUTANE(PPM),SMOKE(PPM),TEMP,DAYS
597,28.56,161,0,0,0,37,TUE
595,27.89,161,0,0,0,37,TUE
594,27.56,160,0,0,0,37,TUE
594,27.56,160,0,0,0,37,TUE
593,27.23,160,0,0,0,37,TUE
593,27.23,161,0,0,0,37,TUE
596,28.22,160,0,0,0,38,TUE
597,28.56,161,0,0,0,37,TUE
600,29.6,161,0,0,0,38,TUE
602,30.31,162,0,0,0,38,TUE
604,31.05,162,0,0,0,38,TUE
607,32.19,162,0,0,0,38,TUE
609,32.97,163,0,0,0,38,TUE
611,33.77,163,0,0,0,38,TUE
611,33.77,164,0,0,0,38,TUE
610,33.37,164,0,0,0,38,TUE
611,33.77,164,0,0,0,38,TUE
611,33.77,165,0,0,0,38,TUE
612,34.18,165,0,0,0,38,TUE
612,34.18,165,0,0,0,38,TUE
612,34.18,165,0,0,0,38,TUE
613,34.59,164,0,0,0,38,TUE
613,34.59,165,0,0,0,38,TUE
612,34.18,165,0,0,0,38,TUE
611,33.77,165,0,0,0,38,TUE
611,33.77,165,0,0,0,38,TUE
611,33.77,165,0,0,0,38,TUE
611,33.77,165,0,0,0,38,TUE
613,34.59,166,0,0,0,38,TUE
613,34.59,166,0,0,0,38,TUE
615,35.44,167,0,0,0,38,TUE
616,35.87,167,0,0,0,38,TUE
616,35.87,168,0,0,0,38,TUE
617,36.31,167,0,0,0,38,TUE
617,36.31,168,0,0,0,38,TUE
618,36.75,169,0,0,0,38,TUE
620,37.65,170,0,0,0,38,TUE
621,38.11,171,0,0,0,38,TUE
622,38.57,172,0,0,0,38,TUE
622,38.57,172,0,0,0,38,TUE
622,38.57,173,0,0,0,38,TUE
622,38.57,174,0,0,0,38,TUE
622,38.57,174,0,0,0,38,TUE
618,36.75,173,0,0,0,38,TUE
616,35.87,172,0,0,0,38,TUE
615,35.44,171,0,0,0,38,TUE
614,35.01,171,0,0,0,38,TUE
613,34.59,170,0,0,0,38,TUE
612,34.18,170,0,0,0,38,TUE
612,34.18,169,0,0,0,38,TUE
611,33.77,169,0,0,0,38,TUE
611,33.77,169,0,0,0,38,TUE
610,33.37,169,0,0,0,38,TUE
609,32.97,169,0,0,0,38,TUE
611,33.77,169,0,0,0,38,TUE
613,34.59,170,0,0,0,38,TUE
613,34.59,171,0,0,0,38,TUE
614,35.01,171,0,0,0,38,TUE
616,35.87,171,0,0,0,38,TUE
616,35.87,172,0,0,0,38,TUE
618,36.75,171,0,0,0,38,TUE
619,37.2,172,0,0,0,38,TUE
621,38.11,172,0,0,0,38,TUE
622,38.57,172,0,0,0,38,TUE
623,39.05,172,0,0,0,38,TUE
624,39.52,172,0,0,0,39,TUE
623,39.05,172,0,0,0,38,TUE
622,38.57,172,0,0,0,39,TUE
621,38.11,171,0,0,0,39,TUE
616,35.87,170,0,0,0,39,TUE
613,34.59,168,0,0,0,39,TUE
610,33.37,167,0,0,0,39,TUE
608,32.57,167,0,0,0,39,TUE
607,32.19,167,0,0,0,39,TUE
608,32.57,167,0,0,0,39,TUE
609,32.97,167,0,0,0,39,TUE
610,33.37,168,0,0,0,39,TUE
609,32.97,168,0,0,0,39,TUE
609,32.97,168,0,0,0,39,TUE
609,32.97,167,0,0,0,39,TUE
609,32.97,167,0,0,0,39,TUE
611,33.77,168,0,0,0,39,TUE
613,34.59,169,0,0,0,39,TUE
614,35.01,169,0,0,0,39,TUE
616,35.87,170,0,0,0,39,TUE
617,36.31,170,0,0,0,39,TUE
616,35.87,170,0,0,0,39,TUE
617,36.31,170,0,0,0,39,TUE
618,36.75,171,0,0,0,39,TUE
619,37.2,172,0,0,0,39,TUE
620,37.65,172,0,0,0,39,TUE
621,38.11,172,0,0,0,39,TUE
621,38.11,172,0,0,0,39,TUE
621,38.11,173,0,0,0,39,TUE
622,38.57,173,0,0,0,39,TUE
622,38.57,173,0,0,0,39,TUE
624,39.52,173,0,0,0,39,TUE
626,40.5,173,0,0,0,39,TUE
627,41,173,0,0,0,39,TUE
626,40.5,172,0,0,0,39,TUE
624,39.52,170,0,0,0,39,TUE
622,38.57,168,0,0,0,39,TUE
622,38.57,168,0,0,0,39,TUE
621,38.11,169,0,0,0,39,TUE
623,39.05,169,0,0,0,39,TUE
621,38.11,170,0,0,0,39,TUE
622,38.57,170,0,0,0,39,TUE
623,39.05,170,0,0,0,39,TUE
624,39.52,171,0,0,0,39,TUE
625,40.01,171,0,0,0,39,TUE
626,40.5,172,0,0,0,39,TUE
628,41.5,171,0,0,0,39,TUE
629,42.01,171,0,0,0,39,TUE
630,42.53,171,0,0,0,39,TUE
631,43.05,171,0,0,0,39,TUE
631,43.05,171,0,0,0,39,TUE
631,43.05,172,0,0,0,39,TUE
629,42.01,171,0,0,0,39,TUE
630,42.53,171,0,0,0,39,TUE
627,41,171,0,0,0,39,TUE
625,40.01,170,0,0,0,39,TUE
625,40.01,170,0,0,0,39,TUE
623,39.05,169,0,0,0,39,TUE
624,39.52,169,0,0,0,39,TUE
623,39.05,169,0,0,0,39,TUE
624,39.52,169,0,0,0,39,TUE
626,40.5,169,0,0,0,39,TUE
625,40.01,169,0,0,0,39,TUE
627,41,169,0,0,0,39,TUE
627,41,169,0,0,0,39,TUE
627,41,169,0,0,0,39,TUE
627,41,170,0,0,0,39,TUE
629,42.01,169,0,0,0,39,TUE
628,41.5,168,0,0,0,39,TUE
629,42.01,169,0,0,0,39,TUE
630,42.53,168,0,0,0,39,TUE
630,42.53,168,0,0,0,39,TUE
629,42.01,167,0,0,0,39,TUE
628,41.5,167,0,0,0,39,TUE
628,41.5,166,0,0,0,40,TUE
621,38.11,165,0,0,0,40,TUE
622,38.57,164,0,0,0,40,TUE
620,37.65,164,0,0,0,40,TUE
621,38.11,164,0,0,0,40,TUE
620,37.65,163,0,0,0,40,TUE
622,38.57,163,0,0,0,40,TUE
620,37.65,164,0,0,0,40,TUE
616,35.87,164,0,0,0,40,TUE
625,40.01,163,0,0,0,40,TUE
620,37.65,163,0,0,0,40,TUE
622,38.57,163,0,0,0,40,TUE
617,36.31,162,0,0,0,40,TUE
619,37.2,161,0,0,0,40,TUE
618,36.75,161,0,0,0,40,TUE
620,37.65,161,0,0,0,40,TUE
621,38.11,161,0,0,0,40,TUE
622,38.57,162,0,0,0,40,TUE
625,40.01,162,0,0,0,40,TUE
630,42.53,162,0,0,0,40,TUE
627,41,162,0,0,0,40,TUE
628,41.5,162,0,0,0,40,TUE
627,41,163,0,0,0,40,TUE
628,41.5,163,0,0,0,40,TUE
626,40.5,163,0,0,0,40,TUE
627,41,163,0,0,0,40,TUE
622,38.57,163,0,0,0,40,TUE
634,44.66,164,0,0,0,40,TUE
632,43.58,166,0,0,0,40,TUE
630,42.53,167,0,0,0,40,TUE
624,39.52,168,0,0,0,40,TUE
632,43.58,168,0,0,0,40,TUE
625,40.01,169,0,0,0,40,TUE
637,46.34,168,0,0,0,40,TUE
618,36.75,168,0,0,0,40,TUE
630,42.53,168,0,0,0,40,TUE
625,40.01,167,0,0,0,40,TUE
620,37.65,166,0,0,0,40,TUE
626,40.5,165,0,0,0,40,TUE
626,40.5,165,0,0,0,40,TUE
614,35.01,164,0,0,0,40,TUE
621,38.11,164,0,0,0,40,TUE
614,35.01,163,0,0,0,40,TUE
615,35.44,163,0,0,0,40,TUE
615,35.44,163,0,0,0,40,TUE
611,33.77,163,0,0,0,40,TUE
606,31.8,163,0,0,0,40,TUE
621,38.11,163,0,0,0,40,TUE
622,38.57,161,0,0,0,40,TUE
610,33.37,164,0,0,0,40,TUE
616,35.87,166,0,0,0,40,TUE
608,32.57,167,0,0,0,40,TUE
620,37.65,166,0,0,0,40,TUE
623,39.05,164,0,0,0,40,TUE
621,38.11,163,0,0,0,40,TUE
606,31.8,162,0,0,0,40,TUE
620,37.65,162,0,0,0,40,TUE
625,40.01,162,0,0,0,39,TUE
620,37.65,162,0,0,0,39,TUE
624,39.52,162,0,0,0,39,TUE
633,44.12,164,0,0,0,39,TUE
636,45.78,163,0,0,0,39,TUE
642,49.3,165,0,0,0,39,TUE
648,53.11,170,0,0,0,39,TUE
656,58.71,171,0,0,0,39,TUE
657,59.46,171,0,0,0,39,TUE
652,55.84,170,0,0,0,39,TUE
651,55.14,169,0,0,0,39,TUE
651,55.14,167,0,0,0,39,TUE
647,52.46,165,0,0,0,39,TUE
646,51.81,164,0,0,0,39,TUE
624,39.52,162,0,0,0,39,TUE
634,44.66,162,0,0,0,39,TUE
635,45.22,162,0,0,0,39,TUE
634,44.66,161,0,0,0,39,TUE
632,43.58,161,0,0,0,39,TUE
631,43.05,159,0,0,0,39,TUE
623,39.05,158,0,0,0,39,TUE
624,39.52,157,0,0,0,39,TUE
630,42.53,156,0,0,0,39,TUE
633,44.12,156,0,0,0,39,TUE
624,39.52,156,0,0,0,39,TUE
612,34.18,156,0,0,0,39,TUE
620,37.65,156,0,0,0,39,TUE
616,35.87,155,0,0,0,39,TUE
610,33.37,154,0,0,0,39,TUE
615,35.44,154,0,0,0,39,TUE
603,30.68,154,0,0,0,38,TUE
626,40.5,154,0,0,0,38,TUE
635,45.22,153,0,0,0,38,TUE
634,44.66,152,0,0,0,38,TUE
629,42.01,150,0,0,0,38,TUE
620,37.65,152,0,0,0,38,TUE
621,38.11,151,0,0,0,38,TUE
623,39.05,151,0,0,0,38,TUE
609,32.97,152,0,0,0,38,TUE
630,42.53,148,0,0,0,38,TUE
641,48.69,150,0,0,0,38,TUE
648,53.11,151,0,0,0,38,TUE
641,48.69,153,0,0,0,38,TUE
644,50.54,154,0,0,0,38,TUE
645,51.17,155,0,0,0,38,TUE
645,51.17,155,0,0,0,38,TUE
646,51.81,155,0,0,0,38,TUE
645,51.17,155,0,0,0,38,TUE
640,48.09,155,0,0,0,38,TUE
638,46.92,155,0,0,0,38,TUE
636,45.78,154,0,0,0,38,TUE
634,44.66,154,0,0,0,38,TUE
632,43.58,154,0,0,0,38,TUE
623,39.05,154,0,0,0,38,TUE
624,39.52,154,0,0,0,38,TUE
626,40.5,154,0,0,0,38,TUE
630,42.53,154,0,0,0,38,TUE
631,43.05,154,0,0,0,38,TUE
630,42.53,154,0,0,0,38,TUE
627,41,154,0,0,0,38,TUE
625,40.01,154,0,0,0,38,TUE
626,40.5,155,0,0,0,38,TUE
627,41,156,0,0,0,38,TUE
626,40.5,156,0,0,0,38,TUE
626,40.5,156,0,0,0,38,TUE
627,41,156,0,0,0,38,TUE
627,41,157,0,0,0,38,TUE
626,40.5,159,0,0,0,38,TUE
620,37.65,160,0,0,0,38,TUE
600,29.6,162,0,0,0,38,TUE
607,32.19,163,0,0,0,38,TUE
608,32.57,163,0,0,0,38,TUE
604,31.05,164,0,0,0,38,TUE
628,41.5,164,0,0,0,38,TUE
632,43.58,164,0,0,0,38,TUE
633,44.12,165,0,0,0,38,TUE
627,41,167,0,0,0,38,TUE
627,41,168,0,0,0,38,TUE
640,48.09,169,0,0,0,38,TUE
632,43.58,169,0,0,0,38,TUE
627,41,169,0,0,0,38,TUE
630,42.53,168,0,0,0,38,TUE
634,44.66,167,0,0,0,38,TUE
638,46.92,167,0,0,0,38,TUE
632,43.58,166,0,0,0,38,TUE
640,48.09,166,0,0,0,38,TUE
640,48.09,165,0,0,0,38,WED
427,3.91,206,0.01,0,0.02,33,WED
426,3.87,205,0.01,0,0.02,33,WED
424,3.78,204,0.01,0,0.02,33,WED
421,3.64,201,0.01,0,0.02,33,WED
416,3.43,199,0.01,0,0.02,33,WED
413,3.31,197,0.01,0,0.02,33,WED
409,3.15,196,0.01,0,0.01,33,WED
408,3.12,194,0.01,0,0.01,33,WED
404,2.97,193,0.01,0,0.01,33,WED
402,2.9,192,0,0,0.01,33,WED
401,2.86,191,0,0,0.01,33,WED
401,2.86,191,0,0,0.01,33,WED
400,2.83,192,0,0,0.01,33,WED
398,2.76,192,0,0,0.01,33,WED
396,2.69,192,0,0,0.01,33,WED
394,2.63,191,0,0,0.01,33,WED
394,2.63,190,0,0,0.01,33,WED
393,2.6,187,0,0,0.01,33,WED
392,2.57,185,0,0,0.01,33,WED
389,2.47,180,0,0,0.01,33,WED
388,2.44,178,0,0,0.01,33,WED
387,2.41,177,0,0,0.01,33,WED
385,2.35,176,0,0,0.01,33,WED
385,2.35,176,0,0,0.01,34,WED
384,2.33,177,0,0,0.01,34,WED
383,2.3,178,0,0,0.01,34,WED
382,2.27,177,0,0,0.01,34,WED
381,2.24,177,0,0,0.01,34,WED
379,2.19,177,0,0,0.01,34,WED
379,2.19,177,0,0,0.01,34,WED
378,2.16,177,0,0,0.01,34,WED
377,2.13,176,0,0,0.01,34,WED
375,2.08,176,0,0,0.01,34,WED
373,2.03,175,0,0,0.01,34,WED
371,1.98,175,0,0,0.01,34,WED
371,1.98,175,0,0,0.01,34,WED
374,2.05,177,0,0,0.01,34,WED
392,2.57,184,0,0,0.01,34,WED
397,2.73,187,0,0,0.01,34,WED
402,2.9,189,0,0,0.01,34,WED
438,4.46,194,0.01,0,0.01,34,WED
432,4.15,196,0.01,0,0.01,34,WED
424,3.78,196,0.01,0,0.01,34,WED
411,3.23,193,0.01,0,0.01,34,WED
402,2.9,192,0,0,0.01,34,WED
407,3.08,192,0,0,0.01,34,WED
413,3.31,193,0.01,0,0.01,34,WED
416,3.43,194,0.01,0,0.01,34,WED
417,3.47,194,0.01,0,0.01,34,WED
416,3.43,193,0.01,0,0.01,34,WED
416,3.43,192,0,0,0.01,34,WED
417,3.47,192,0,0,0.01,34,WED
416,3.43,191,0,0,0.01,34,WED
412,3.27,190,0,0,0.01,34,WED
417,3.47,190,0,0,0.01,34,WED
417,3.47,190,0,0,0.01,34,WED
417,3.47,189,0,0,0.01,34,WED
414,3.35,188,0,0,0.01,34,WED
412,3.27,188,0,0,0.01,34,WED
413,3.31,188,0,0,0.01,34,WED
411,3.23,188,0,0,0.01,34,WED
410,3.19,187,0,0,0.01,34,WED
405,3.01,186,0,0,0.01,34,WED
394,2.63,185,0,0,0.01,34,WED
389,2.47,182,0,0,0.01,34,WED
389,2.47,181,0,0,0.01,34,WED
387,2.41,179,0,0,0.01,34,WED
387,2.41,177,0,0,0.01,34,WED
409,3.15,180,0,0,0.01,34,WED
473,6.72,186,0,0,0.01,35,WED
463,5.98,192,0,0,0.01,34,WED
475,6.88,196,0.01,0,0.01,34,WED
474,6.8,198,0.01,0,0.02,34,WED
477,7.04,200,0.01,0,0.02,35,WED
482,7.47,201,0.01,0,0.02,35,WED
480,7.29,201,0.01,0,0.02,35,WED
471,6.57,199,0.01,0,0.02,35,WED
467,6.27,198,0.01,0,0.02,35,WED
463,5.98,197,0.01,0,0.01,35,WED
460,5.78,196,0.01,0,0.01,35,WED
457,5.58,195,0.01,0,0.01,35,WED
452,5.26,193,0.01,0,0.01,35,WED
449,5.08,192,0,0,0.01,35,WED
446,4.9,191,0,0,0.01,35,WED
444,4.79,190,0,0,0.01,35,WED
440,4.57,188,0,0,0.01,35,WED
430,4.06,186,0,0,0.01,35,WED
427,3.91,183,0,0,0.01,35,WED
423,3.73,182,0,0,0.01,35,WED
423,3.73,181,0,0,0.01,35,WED
422,3.69,179,0,0,0.01,35,WED
423,3.73,178,0,0,0.01,35,WED
423,3.73,178,0,0,0.01,35,WED
415,3.39,177,0,0,0.01,35,WED
405,3.01,177,0,0,0.01,35,WED
399,2.79,174,0,0,0.01,35,WED
392,2.57,171,0,0,0.01,35,WED
375,2.08,166,0,0,0,35,WED
367,1.88,163,0,0,0,35,WED
364,1.81,160,0,0,0,35,WED
391,2.53,158,0,0,0,35,WED
446,4.9,161,0,0,0,35,WED
386,2.38,160,0,0,0,35,WED
410,3.19,158,0,0,0,35,WED
421,3.64,157,0,0,0,35,WED
419,3.56,154,0,0,0,35,WED
444,4.79,152,0,0,0,35,WED
439,4.51,149,0,0,0,35,WED
448,5.02,147,0,0,0,35,WED
446,4.9,145,0,0,0,36,WED
458,5.64,145,0,0,0,36,WED
460,5.78,143,0,0,0,36,WED
459,5.71,141,0,0,0,36,WED
437,4.41,142,0,0,0,36,WED
473,6.72,140,0,0,0,36,WED
468,6.34,139,0,0,0,36,WED
490,8.19,138,0,0,0,36,WED
504,9.64,137,0,0,0,36,WED
504,9.64,136,0,0,0,36,WED
531,13.17,135,0,0,0,36,WED
546,15.68,134,0,0,0,36,WED
531,13.17,134,0,0,0,36,WED
418,3.52,108,0.01,0.01,0.02,35,WED
413,3.31,107,0.01,0.01,0.02,35,WED
412,3.27,108,0.01,0.01,0.02,35,WED
406,3.04,107,0.01,0,0.02,35,WED
403,2.93,107,0.01,0,0.02,35,WED
402,2.9,107,0.01,0,0.02,35,WED
403,2.93,107,0.01,0,0.02,35,WED
405,3.01,108,0.01,0.01,0.02,35,WED
401,2.86,107,0.01,0.01,0.02,35,WED
400,2.83,107,0.01,0,0.02,35,WED
404,2.97,106,0.01,0,0.02,35,WED
404,2.97,106,0.01,0,0.02,35,WED
405,3.01,107,0.01,0,0.02,35,WED
403,2.93,108,0.01,0.01,0.02,35,WED
399,2.79,107,0.01,0,0.02,35,WED
396,2.69,106,0.01,0,0.02,35,WED
394,2.63,105,0.01,0,0.02,35,WED
393,2.6,106,0.01,0,0.02,35,WED
394,2.63,106,0.01,0,0.02,35,WED
390,2.5,105,0.01,0,0.02,35,WED
388,2.44,104,0.01,0,0.02,35,WED
387,2.41,104,0.01,0,0.02,35,WED
388,2.44,104,0.01,0,0.02,35,WED
388,2.44,104,0.01,0,0.02,35,WED
388,2.44,103,0.01,0,0.02,35,WED
393,2.6,104,0.01,0,0.02,35,WED
393,2.6,103,0.01,0,0.02,35,WED
392,2.57,103,0.01,0,0.02,35,WED
389,2.47,103,0.01,0,0.02,35,WED
395,2.66,103,0.01,0,0.02,35,WED
391,2.53,104,0.01,0,0.02,35,WED
391,2.53,103,0.01,0,0.02,35,WED
389,2.47,103,0.01,0,0.02,35,WED
389,2.47,102,0.01,0,0.02,35,WED
390,2.5,102,0.01,0,0.02,35,WED
390,2.5,102,0.01,0,0.01,35,WED
390,2.5,101,0.01,0,0.01,35,WED
394,2.63,101,0.01,0,0.01,35,WED
388,2.44,101,0.01,0,0.01,35,WED
389,2.47,101,0.01,0,0.01,35,WED
387,2.41,101,0.01,0,0.01,35,WED
386,2.38,101,0.01,0,0.01,35,WED
385,2.35,101,0.01,0,0.01,35,WED
385,2.35,101,0.01,0,0.01,35,WED
389,2.47,101,0.01,0,0.01,35,WED
390,2.5,101,0.01,0,0.01,35,WED
389,2.47,101,0.01,0,0.01,35,WED
394,2.63,101,0.01,0,0.01,35,WED
393,2.6,101,0.01,0,0.01,35,WED
396,2.69,102,0.01,0,0.02,35,WED
397,2.73,101,0.01,0,0.01,35,WED
401,2.86,101,0.01,0,0.01,35,WED
403,2.93,102,0.01,0,0.02,35,WED
407,3.08,102,0.01,0,0.02,35,WED
401,2.86,103,0.01,0,0.02,35,WED
397,2.73,101,0.01,0,0.01,35,WED
400,2.83,101,0.01,0,0.01,35,WED
401,2.86,102,0.01,0,0.01,35,WED
402,2.9,102,0.01,0,0.01,35,WED
403,2.93,102,0.01,0,0.02,35,WED
402,2.9,102,0.01,0,0.02,35,WED
400,2.83,102,0.01,0,0.02,35,WED
400,2.83,103,0.01,0,0.02,35,WED
396,2.69,101,0.01,0,0.01,35,WED
398,2.76,102,0.01,0,0.02,35,WED
406,3.04,103,0.01,0,0.02,35,WED
411,3.23,105,0.01,0,0.02,35,WED
412,3.27,107,0.01,0.01,0.02,35,WED
410,3.19,108,0.01,0.01,0.02,35,WED
393,2.6,107,0.01,0,0.02,35,WED
389,2.47,105,0.01,0,0.02,35,WED
389,2.47,104,0.01,0,0.02,35,WED
383,2.3,103,0.01,0,0.02,35,WED
378,2.16,102,0.01,0,0.01,35,WED
378,2.16,100,0.01,0,0.01,35,WED
377,2.13,99,0.01,0,0.01,35,WED
377,2.13,98,0,0,0.01,35,WED
377,2.13,97,0,0,0.01,35,WED
379,2.19,96,0,0,0.01,35,WED
372,2,96,0,0,0.01,35,WED
368,1.91,95,0,0,0.01,35,WED
369,1.93,94,0,0,0.01,35,WED
363,1.79,94,0,0,0.01,35,WED
361,1.74,94,0,0,0.01,35,WED
359,1.7,92,0,0,0.01,35,WED
357,1.66,91,0,0,0.01,35,WED
358,1.68,91,0,0,0.01,35,WED
360,1.72,90,0,0,0.01,35,WED
366,1.86,92,0,0,0.01,35,WED
351,1.53,93,0,0,0.01,35,WED
353,1.57,93,0,0,0.01,35,WED
355,1.62,91,0,0,0.01,35,WED
357,1.66,90,0,0,0.01,34,WED
353,1.57,88,0,0,0.01,35,WED
360,1.72,89,0,0,0.01,35,WED
348,1.48,88,0,0,0.01,34,WED
353,1.57,87,0,0,0.01,34,WED
353,1.57,87,0,0,0.01,35,WED
355,1.62,86,0,0,0.01,35,WED
356,1.64,85,0,0,0.01,34,WED
355,1.62,84,0,0,0.01,34,WED
355,1.62,84,0,0,0,34,WED
351,1.53,83,0,0,0,34,WED
354,1.6,82,0,0,0,34,WED
358,1.68,82,0,0,0,34,WED
360,1.72,83,0,0,0,34,WED
363,1.79,84,0,0,0,34,WED
366,1.86,84,0,0,0.01,34,WED
361,1.74,85,0,0,0.01,34,WED
364,1.81,85,0,0,0.01,34,WED
366,1.86,84,0,0,0.01,34,WED
370,1.95,84,0,0,0.01,34,WED
375,2.08,84,0,0,0.01,34,WED
364,1.81,83,0,0,0,34,WED
365,1.83,83,0,0,0,34,WED
366,1.86,84,0,0,0,34,WED
366,1.86,85,0,0,0.01,34,WED
372,2,84,0,0,0.01,34,WED
364,1.81,83,0,0,0,34,WED
360,1.72,83,0,0,0,34,WED
361,1.74,83,0,0,0,34,WED
369,1.93,84,0,0,0,34,WED
360,1.72,84,0,0,0.01,34,WED
357,1.66,85,0,0,0.01,34,WED
357,1.66,84,0,0,0,34,WED
357,1.66,83,0,0,0,34,WED
355,1.62,84,0,0,0,34,WED
360,1.72,84,0,0,0.01,34,WED
363,1.79,86,0,0,0.01,34,WED
362,1.77,87,0,0,0.01,34,WED
362,1.77,86,0,0,0.01,34,WED
349,1.5,86,0,0,0.01,34,WED
351,1.53,85,0,0,0.01,34,WED
351,1.53,84,0,0,0,34,WED
352,1.55,83,0,0,0,34,WED
348,1.48,83,0,0,0,34,WED
348,1.48,82,0,0,0,34,WED
345,1.42,83,0,0,0,34,WED
346,1.44,82,0,0,0,34,WED
345,1.42,82,0,0,0,34,WED
343,1.38,81,0,0,0,34,WED
344,1.4,81,0,0,0,34,WED
344,1.4,80,0,0,0,34,WED
342,1.37,79,0,0,0,34,WED
341,1.35,80,0,0,0,34,WED
342,1.37,80,0,0,0,34,WED
349,1.5,79,0,0,0,34,WED
353,1.57,79,0,0,0,34,WED
353,1.57,80,0,0,0,34,WED
354,1.6,81,0,0,0,34,WED
356,1.64,80,0,0,0,34,WED
356,1.64,80,0,0,0,34,WED
358,1.68,81,0,0,0,34,WED
357,1.66,81,0,0,0,34,WED
356,1.64,80,0,0,0,34,WED
356,1.64,80,0,0,0,34,WED
358,1.68,79,0,0,0,34,WED
355,1.62,79,0,0,0,34,WED
359,1.7,79,0,0,0,34,WED
353,1.57,79,0,0,0,34,WED
359,1.7,78,0,0,0,34,WED
357,1.66,77,0,0,0,34,WED
358,1.68,78,0,0,0,34,WED
366,1.86,78,0,0,0,34,WED
370,1.95,78,0,0,0,34,WED
365,1.83,78,0,0,0,34,WED
364,1.81,80,0,0,0,34,WED
361,1.74,79,0,0,0,34,WED
353,1.57,78,0,0,0,34,WED
349,1.5,79,0,0,0,34,WED
347,1.46,80,0,0,0,34,WED
345,1.42,78,0,0,0,34,WED
342,1.37,78,0,0,0,34,WED
341,1.35,78,0,0,0,34,WED
342,1.37,77,0,0,0,34,WED
342,1.37,77,0,0,0,34,WED
343,1.38,77,0,0,0,34,WED
339,1.31,78,0,0,0,34,WED
339,1.31,78,0,0,0,34,WED
325,1.09,77,0,0,0,34,WED
326,1.11,77,0,0,0,34,WED
327,1.12,77,0,0,0,34,WED
331,1.18,76,0,0,0,34,WED
331,1.18,76,0,0,0,34,WED
331,1.18,76,0,0,0,34,WED
329,1.15,76,0,0,0,34,WED
329,1.15,75,0,0,0,34,WED
327,1.12,76,0,0,0,34,WED
330,1.17,75,0,0,0,34,WED
325,1.09,75,0,0,0,34,WED
326,1.11,75,0,0,0,34,WED
325,1.09,75,0,0,0,33,WED
322,1.05,75,0,0,0,33,WED
321,1.04,74,0,0,0,34,WED
320,1.02,74,0,0,0,34,WED
320,1.02,74,0,0,0,33,WED
316,0.97,74,0,0,0,33,WED
315,0.95,74,0,0,0,33,WED
315,0.95,74,0,0,0,34,WED
316,0.97,74,0,0,0,33,WED
318,0.99,74,0,0,0,33,WED
320,1.02,74,0,0,0,34,WED
321,1.04,74,0,0,0,34,WED
321,1.04,74,0,0,0,34,WED
321,1.04,74,0,0,0,34,WED
329,1.15,75,0,0,0,34,WED
358,1.68,75,0,0,0,34,WED
350,1.52,75,0,0,0,33,WED
341,1.35,75,0,0,0,34,WED
335,1.25,75,0,0,0,34,WED
332,1.2,74,0,0,0,34,WED
335,1.25,73,0,0,0,34,WED
330,1.17,72,0,0,0,34,WED
330,1.17,71,0,0,0,34,WED
338,1.3,72,0,0,0,34,WED
344,1.4,73,0,0,0,34,WED
348,1.48,74,0,0,0,34,WED
352,1.55,75,0,0,0,34,WED
354,1.6,77,0,0,0,34,WED
354,1.6,77,0,0,0,34,WED
361,1.74,80,0,0,0,34,WED
361,1.74,83,0,0,0,34,WED
381,2.24,80,0,0,0,34,WED
365,1.83,80,0,0,0,34,WED
348,1.48,78,0,0,0,34,WED
336,1.26,76,0,0,0,34,WED
332,1.2,76,0,0,0,34,WED
329,1.15,75,0,0,0,34,WED
326,1.11,75,0,0,0,34,WED
322,1.05,75,0,0,0,34,WED
320,1.02,74,0,0,0,34,WED
315,0.95,73,0,0,0,34,WED
313,0.93,73,0,0,0,34,WED
311,0.9,72,0,0,0,34,WED
309,0.88,72,0,0,0,34,WED
309,0.88,72,0,0,0,34,WED
308,0.87,72,0,0,0,34,WED
308,0.87,72,0,0,0,34,WED
308,0.87,72,0,0,0,34,WED
311,0.9,73,0,0,0,34,WED
311,0.9,72,0,0,0,34,WED
312,0.92,72,0,0,0,34,WED
313,0.93,72,0,0,0,34,WED
314,0.94,72,0,0,0,34,WED
313,0.93,72,0,0,0,34,WED
313,0.93,72,0,0,0,34,WED
311,0.9,72,0,0,0,34,WED
312,0.92,72,0,0,0,34,WED
309,0.88,72,0,0,0,34,WED
309,0.88,72,0,0,0,34,WED
308,0.87,72,0,0,0,34,WED
308,0.87,73,0,0,0,34,WED
311,0.9,72,0,0,0,34,WED
312,0.92,73,0,0,0,34,WED
312,0.92,74,0,0,0,34,WED
310,0.89,73,0,0,0,34,WED
311,0.9,74,0,0,0,34,WED
309,0.88,72,0,0,0,34,WED
313,0.93,74,0,0,0,33,WED
316,0.97,74,0,0,0,33,WED
311,0.9,73,0,0,0,33,WED
308,0.87,74,0,0,0,33,WED
304,0.82,74,0,0,0,33,WED
302,0.8,74,0,0,0,33,WED
300,0.78,71,0,0,0,33,WED
301,0.79,72,0,0,0,33,WED
302,0.8,73,0,0,0,33,WED
303,0.81,74,0,0,0,33,WED
304,0.82,75,0,0,0,33,WED
314,0.94,74,0,0,0,33,WED
318,0.99,74,0,0,0,33,WED
327,1.12,74,0,0,0,33,WED
331,1.18,74,0,0,0,33,WED
330,1.17,74,0,0,0,33,WED
333,1.21,74,0,0,0,33,WED
339,1.31,74,0,0,0,33,WED
343,1.38,75,0,0,0,33,WED
347,1.46,74,0,0,0,33,WED
350,1.52,74,0,0,0,33,WED
351,1.53,74,0,0,0,33,WED
349,1.5,75,0,0,0,33,WED
